number,category,questionText,questionCode,answerText,answerCode,mdnLink,timesSkipped,timesEdited,lastUpdated
413,Misc,What does  <code>Example of comparison operators</code> do?,,"var num = ""5""; var numString =""5"",==Interpreted Valuenum ==numString (true)===Interpreted value and data typenum===numString(false)",,https://www.google.com/search?q=Example of comparison operators,,,
414,Misc,What does  <code>Conditionals</code> do?,,"Statements that allow for code to be executed against conditionalsIF, ELSE statements",,https://www.google.com/search?q=Conditionals,,,
415,Misc,What does  <code>Example of Conditional IF Statement</code> do?,,"if (This condition is true) {Do this thing}var Country = ""Australia"";var Hemisphere, var Language;if (country = ""England"") {hemisphere = ""northern"";language = ""english"";}",,https://www.google.com/search?q=Example of Conditional IF Statement,,,
416,Misc,"What does  <code>What will this code do?<p id=""demo""> JavaScript can change the content of an HTML element.</p><script>function myFunction() {x=document.getElementById(""demo""); // Find the elementx.innerHTML=""Hello JavaScript!""; // Change the content}</script></code> do?",,It will change the text between the <p> tags to the content in quotes after x.innerHTMLHello JavaScript!,,"https://www.google.com/search?q=What will this code do?<p id=""demo""> JavaScript can change the content of an HTML element.</p><script>function myFunction() {x=document.getElementById(""demo""); // Find the elementx.innerHTML=""Hello JavaScript!""; // Change the content}</script>",,,
417,Misc,"What does this piece of code tell the computer to do?

<code>var x = document.getElementById(""demo"")</code>",,"Defines variable X as an object.
Searches the document and locates an object with the id of #demo.",,https://developer.mozilla.org/en-US/docs/Web/API/Document/getElementById,,,
418,Misc,"What does  <code>What does this piece of code tell the computer to do?x.innerHTML=""Hello JavaScript!"";</code> do?",,Change the content of the x variable to Hello JavaScript!,,"https://www.google.com/search?q=What does this piece of code tell the computer to do?x.innerHTML=""Hello JavaScript!"";",,,
419,Misc,"What does  <code>parseInt: If the first character cannot be converted to a number, what is returned?</code> do?",,NaN,,"https://www.google.com/search?q=parseInt: If the first character cannot be converted to a number, what is returned?",,,
420,Misc,What does  <code>What does parseFloat do?</code> do?,,"It parses its argument, and returns a floating point number. If it encounters a character other than a sign (+ or -), numeral (0-9), a decimal point, or an exponent, it returns the value up to that point and ignores that character and all succeeding characters. Leading and trailing spaces are allowed.",,https://www.google.com/search?q=What does parseFloat do?,,,
421,Misc,What does  <code>Math.random()</code> do?,,"This function returns a floating-point, pseudo-random number in the range 0 to 1 — that is, from 0 (inclusive) up to but not including 1 (exclusive) — which you can then scale to your desired range. The implementation selects the initial seed to the random number generation algorithm; it cannot be chosen or reset by the user.",,https://www.google.com/search?q=Math.random(),,,
422,Misc,What does  <code>What is the DOM?</code> do?,,The DOM is a representation of a webpage that JavaScript can use.,,https://www.google.com/search?q=What is the DOM?,,,
423,Misc,What does  <code>Object Prototype</code> do?,,"function Person(first, last, age, eyecolor) {this.firstName = first;this.lastName = last;this.age = age;this.eyeColor = eyecolor;",,https://www.google.com/search?q=Object Prototype,,,
424,Misc,"What does  <code>Which index is zero based? (The first element is 0, the second is 1, and so on.)</code> do?",,Array,,"https://www.google.com/search?q=Which index is zero based? (The first element is 0, the second is 1, and so on.)",,,
425,Misc,What does  <code>pop()</code> do?,,"Removes the last element of an array, and returns that element",,https://www.google.com/search?q=pop(),,,
426,Misc,What does  <code>push()</code> do?,,"Adds new elements to the end of an array, and returns the new length",,https://www.google.com/search?q=push(),,,
427,Misc,What does  <code>shift()</code> do?,,"Removes the first element of an array, and returns that element",,https://www.google.com/search?q=shift(),,,
428,Misc,What does  <code>splice()</code> do?,,"adds/removes items to/from an array, and returns the removed item(s)",,https://www.google.com/search?q=splice(),,,
429,Misc,What does  <code>unshift()</code> do?,,"Adds new elements to the beginning of an array, and returns the new length",,https://www.google.com/search?q=unshift(),,,
430,Misc,What does  <code>children</code> do?,,"children property returns a collection of an element's child elements, as an HTMLCollection objectThe elements in the collection are sorted as they appear in the source code and can be accessed by index numbers. The index starts at 0.",,https://www.google.com/search?q=children,,,
431,Misc,What does  <code>childNodes</code> do?,,"The childNodes property returns a collection of a node's child nodes, as a NodeList object.",,https://www.google.com/search?q=childNodes,,,
432,Misc,What does  <code></code> do?,,The nodes in the collection are sorted as they appear in the source code and can be accessed by index numbers. The index starts at 0.,,https://www.google.com/search?q=,,,
433,Misc,What does  <code></code> do?,,"Note: Whitespace inside elements is considered as text, and text is considered as nodes. Comments are also considered as nodes.",,https://www.google.com/search?q=,,,
434,Misc,What does  <code></code> do?,,"Tip: You can use the length property of the NodeList object to determine the number of child nodes, then you can loop through all child nodes and extract the info you want.",,https://www.google.com/search?q=,,,
435,Misc,What does  <code>z-index</code> do?,,"The z-index CSS property specifies the z-order of a positioned element and its descendants. When elements overlap, z-order determines which one covers the other. An element with a larger z-index generally covers an element with a lower one.",,https://www.google.com/search?q=z-index,,,
436,Misc,What does  <code>clearInterval</code> do?,,"cancels a timed, repeating action which was previously established by a call to setInterval().",,https://www.google.com/search?q=clearInterval,,,
437,Misc,What does  <code>intervalId</code> do?,,"let intervalID = setInterval(function() { console.log(""Happening every 500ms!""); }, 500);clearInterval(intervalID);",,https://www.google.com/search?q=intervalId,,,
438,Misc,What does  <code>Object LIteral</code> do?,,"var person = {firstName:""John"", lastName:""Doe"", age:50, eyeColor:""blue""};",,https://www.google.com/search?q=Object LIteral,,,
439,Misc,What does  <code>document.querySelector()</code> do?,,"Returns the first Element within the document that matches the specified selector, or group of selectors, or null if no matches are found.",,https://www.google.com/search?q=document.querySelector(),,,
440,Misc,What does  <code>document.querySelectorAll()</code> do?,,Returns a list of the elements within the document (using depth-first pre-order traversal of the document's nodes) that match the specified group of selectors. The object returned is a NodeList.,,https://www.google.com/search?q=document.querySelectorAll(),,,
441,Misc,What does  <code>.addEventListener</code> do?,,('click' ( ) {p.textContent = input.value}),,https://www.google.com/search?q=.addEventListener,,,
442,Misc,What does  <code>.textContent</code> do?,,similar to .innerHTML,,https://www.google.com/search?q=.textContent,,,
443,Misc,What does  <code>.innerHTML</code> do?,,can read and alter the elements on a webpage,,https://www.google.com/search?q=.innerHTML,,,
444,Misc,What does  <code>return</code> do?,,ends function execution and specifies a value to be returned to the function caller,,https://www.google.com/search?q=return,,,
445,Misc,What does  <code>ternary</code> do?,,"this.items = items !== undefined ? items : [];(if items is undefined, return items; otherwise return the array)",,https://www.google.com/search?q=ternary,,,
446,Misc,"What does  <code><script>var toys = [""jacks"", ""matchbox cars"", ""yo-yos"", ""marbles""];// ES5// for(var i = 0; i < toys.length; i++){// console.log(toys[i]);// }</script></code> do?",,for loop that prints all items in array,,"https://www.google.com/search?q=<script>var toys = [""jacks"", ""matchbox cars"", ""yo-yos"", ""marbles""];// ES5// for(var i = 0; i < toys.length; i++){// console.log(toys[i]);// }</script>",,,
447,Misc,"What does  <code><script>var toys = [""jacks"", ""matchbox cars"", ""yo-yos"", ""marbles""];// ES6// for(var toy of toys){// console.log(toy);// }</script></code> do?",,for of loop that prints all items in array,,"https://www.google.com/search?q=<script>var toys = [""jacks"", ""matchbox cars"", ""yo-yos"", ""marbles""];// ES6// for(var toy of toys){// console.log(toy);// }</script>",,,
